"Catalogo de sismos - Servicio Sismologico Nacional (SSN) | UNAM - Mexico. DOI: 10.21766/SSNMX/EC/MX"
"Informacion sujeta a cambios. Archivo generado el 2022-10-11 a las 16:21:13 (tiempo del centro de Mexico)."
"Sismicidad del 1900-10-01 al 2022-10-11, mag. 5.0 a 9.9, todas las profundidades, en todo el pais."
"Total: 1774 eventos."
Fecha,Hora,Magnitud,Latitud,Longitud,Profundidad,"Referencia de localizacion","Fecha UTC","Hora UTC","Estatus"
1928-06-16,21:19:28,7.6,16.33,-96.7,33.0,"11 km al OESTE de MIAHUATLAN, OAX",1928-06-17,03:19:28,revisado
1928-08-04,12:28:17,7.4,16.83,-97.61,33.0,"49 km al SUR de H TLAXIACO, OAX",1928-08-04,18:28:17,revisado
1928-10-08,21:01:08,7.5,16.3,-97.3,33.0,"35 km al NORESTE de RIO GRANDE, OAX",1928-10-09,03:01:08,revisado
1931-01-02,03:49:02,6.7,19.0,-107.0,33.0,"257 km al SUROESTE de PUERTO VALLARTA, JAL",1931-01-02,09:49:02,revisado
1931-01-14,19:50:40,7.8,16.34,-96.87,40.0,"30 km al OESTE de MIAHUATLAN, OAX",1931-01-15,01:50:40,revisado
1932-06-03,04:36:52,8.2,19.57,-104.42,33.0,"4 km al SURESTE de CASIMIRO CASTILLO, JAL",1932-06-03,10:36:52,revisado
1932-06-18,04:12:10,7.8,19.5,-103.5,33.0,"14 km al SUROESTE de TUXPAN, JAL",1932-06-18,10:12:10,revisado
1932-06-22,06:59:28,6.9,18.74,-104.68,33.0,"52 km al SUROESTE de MANZANILLO, COL",1932-06-22,12:59:28,revisado
1932-07-07,10:15:51,6.7,29.0,-113.0,33.0,"149 km al OESTE de M ALEMAN(LA DOCE), SON",1932-07-07,16:15:51,revisado
1932-07-12,13:24:10,6.7,26.5,-110.0,33.0,"51 km al SUROESTE de HUATABAMPO, SON",1932-07-12,19:24:10,revisado
1932-07-25,03:12:46,6.9,18.87,-103.93,33.0,"7 km al SUROESTE de TECOMAN, COL",1932-07-25,09:12:46,revisado
1932-12-07,10:22:09,6.8,19.0,-104.0,33.0,"8 km al NOROESTE de CD DE ARMERIA, COL",1932-12-07,16:22:09,revisado
1933-04-08,21:58:17,6.6,19.5,-105.0,33.0,"54 km al NOROESTE de CIHUATLAN, JAL",1933-04-09,03:58:17,revisado
1933-05-08,04:33:40,6.9,17.5,-101.0,33.0,"29 km al ESTE de PETATLAN, GRO",1933-05-08,10:33:40,revisado
1934-01-28,13:10:03,6.8,17.0,-100.0,33.0,"9 km al ESTE de COYUCA DE BENITEZ, GRO",1934-01-28,19:10:03,revisado
1934-11-29,20:05:16,7.0,19.0,-105.31,33.0,"83 km al SUROESTE de CIHUATLAN, JAL",1934-11-30,02:05:16,revisado
1934-12-31,12:45:45,7.1,32.0,-114.75,33.0,"46 km al SURESTE de GPE VICTORIA(KM.43), BC",1934-12-31,18:45:45,revisado
1935-06-29,00:48:54,6.9,18.75,-103.5,33.0,"36 km al OESTE de COALCOMAN, MICH",1935-06-29,06:48:54,revisado
1935-12-14,16:05:17,7.3,14.75,-92.5,33.0,"31 km al SUROESTE de TAPACHULA, CHIS",1935-12-14,22:05:17,revisado
1937-07-25,21:47:13,7.3,18.45,-96.08,85.0,"24 km al NORTE de TRES VALLES, VER",1937-07-26,03:47:13,revisado
1937-10-06,03:47:18,6.9,17.78,-99.17,100.0,"20 km al NORTE de CHILAPA DE ALVAREZ, GRO",1937-10-06,09:47:18,revisado
1937-12-23,07:17:58,7.4,17.1,-98.07,33.0,"46 km al SUROESTE de H TLAXIACO, OAX",1937-12-23,13:17:58,revisado
1937-12-25,00:03:25,6.5,15.68,-97.8,33.0,"54 km al SUROESTE de RIO GRANDE, OAX",1937-12-25,06:03:25,revisado
1939-05-02,07:14:47,6.7,29.5,-113.5,33.0,"179 km al NORESTE de GUERRERO NEGRO, BCS",1939-05-02,13:14:47,revisado
1939-12-05,02:30:07,6.7,14.5,-91.5,33.0,"73 km al SURESTE de CD HIDALGO, CHIS",1939-12-05,08:30:07,revisado
1940-05-18,22:36:41,7.1,32.7,-115.5,33.0,"5 km al NOROESTE de MEXICALI, BC",1940-05-19,04:36:41,revisado
1940-07-27,07:32:30,6.7,14.25,-91.5,90.0,"85 km al SURESTE de CD HIDALGO, CHIS",1940-07-27,13:32:30,revisado
1941-04-15,13:09:51,7.6,18.85,-102.94,33.0,"25 km al NORESTE de COALCOMAN, MICH",1941-04-15,19:09:51,revisado
1942-06-20,04:02:07,6.7,19.0,-101.0,100.0,"43 km al NORTE de HUETAMO, MICH",1942-06-20,10:02:07,revisado
1942-08-06,17:36:59,7.9,14.8,-91.3,50.0,"93 km al ESTE de CD HIDALGO, CHIS",1942-08-06,23:36:59,revisado
1942-11-11,22:55:34,6.7,17.25,-94.25,90.0,"75 km al SUR de LAS CHOAPAS, VER",1942-11-12,04:55:34,revisado
1943-02-22,03:20:45,7.4,17.6,-101.1,33.0,"20 km al NORESTE de PETATLAN, GRO",1943-02-22,09:20:45,revisado
1943-08-31,10:10:40,6.7,14.25,-91.5,80.0,"85 km al SURESTE de CD HIDALGO, CHIS",1943-08-31,16:10:40,revisado
1943-09-23,09:00:44,6.7,15.0,-91.5,110.0,"71 km al ESTE de CACAHOATAN, CHIS",1943-09-23,15:00:44,revisado
1944-01-10,14:09:52,6.5,17.0,-101.0,33.0,"46 km al SUROESTE de TECPAN, GRO",1944-01-10,20:09:52,revisado
1944-06-28,01:58:54,7.1,15.0,-92.5,33.0,"16 km al SUR de HUIXTLA, CHIS",1944-06-28,07:58:54,revisado
1945-06-27,07:08:20,6.8,27.0,-111.0,33.0,"102 km al SUR de H GUAYMAS, SON",1945-06-27,13:08:20,revisado
1945-06-29,23:31:18,6.7,17.0,-115.0,33.0,"841 km al SUROESTE de CABO SAN LUCAS, BCS",1945-06-30,05:31:18,revisado
1945-10-11,10:53:02,6.5,18.32,-97.65,95.0,"31 km al SUROESTE de TEHUACAN, PUE",1945-10-11,16:53:02,revisado
1945-10-27,05:24:41,6.7,15.0,-91.25,200.0,"98 km al ESTE de CACAHOATAN, CHIS",1945-10-27,11:24:41,revisado
1946-06-06,22:13:20,6.5,16.5,-94.0,100.0,"31 km al NOROESTE de ARRIAGA , CHIS",1946-06-07,04:13:20,revisado
1946-07-10,22:46:42,6.9,17.0,-94.5,130.0,"59 km al ESTE de MATIAS ROMERO, OAX",1946-07-11,04:46:42,revisado
1948-01-06,11:23:36,6.9,17.0,-98.0,80.0,"45 km al SUROESTE de H TLAXIACO, OAX",1948-01-06,17:23:36,revisado
1948-01-06,11:25:58,7.0,17.0,-98.0,80.0,"45 km al SUROESTE de H TLAXIACO, OAX",1948-01-06,17:25:58,revisado
1948-08-11,04:36:19,6.5,17.75,-95.25,100.0,"31 km al SURESTE de J RODRIGUEZ CLARA, VER",1948-08-11,10:36:19,revisado
1948-12-03,18:22:48,6.9,22.0,-106.5,33.0,"116 km al SUROESTE de TECUALA, NAY",1948-12-04,00:22:48,revisado
1950-09-29,00:32:20,7.0,19.0,-107.0,60.0,"257 km al SUROESTE de PUERTO VALLARTA, JAL",1950-09-29,06:32:20,revisado
1950-10-21,03:42:58,6.6,17.73,-106.0,33.0,"225 km al SUROESTE de CIHUATLAN, JAL",1950-10-21,09:42:58,revisado
1950-10-23,10:13:20,7.2,14.3,-91.8,33.0,"56 km al SURESTE de CD HIDALGO, CHIS",1950-10-23,16:13:20,revisado
1950-11-17,13:28:23,6.6,17.5,-100.5,33.0,"33 km al NORTE de ATOYAC DE ALVAREZ, GRO",1950-11-17,19:28:23,revisado
1950-12-14,08:15:50,7.2,17.22,-98.12,33.0,"47 km al OESTE de H TLAXIACO, OAX",1950-12-14,14:15:50,revisado
1951-12-11,19:37:34,7.0,17.0,-94.5,100.0,"59 km al ESTE de MATIAS ROMERO, OAX",1951-12-12,01:37:34,revisado
1951-12-28,03:20:26,6.8,16.9,-98.7,33.0,"39 km al NOROESTE de OMETEPEC, GRO",1951-12-28,09:20:26,revisado
1953-08-24,07:21:02,6.7,14.1,-91.4,96.0,"103 km al SURESTE de CD HIDALGO, CHIS",1953-08-24,13:21:02,revisado
1953-12-01,09:18:33,6.7,16.4,-98.85,33.0,"57 km al SUROESTE de OMETEPEC, GRO",1953-12-01,15:18:33,revisado
1954-04-29,05:34:34,7.0,28.5,-113.0,33.0,"120 km al NORESTE de GUERRERO NEGRO, BCS",1954-04-29,11:34:34,revisado
1955-04-05,09:09:15,6.6,25.0,-110.0,33.0,"100 km al NORESTE de LA PAZ, BCS",1955-04-05,15:09:15,revisado
1955-08-28,14:13:30,6.6,14.0,-91.0,60.0,"145 km al SURESTE de CD HIDALGO, CHIS",1955-08-28,20:13:30,revisado
1955-09-26,02:28:20,6.9,15.5,-92.5,200.0,"31 km al NOROESTE de MOTOZINTLA, CHIS",1955-09-26,08:28:20,revisado
1956-02-09,08:32:39,6.7,31.9,-115.8,33.0,"75 km al ESTE de RODOLFO SANCHEZ T(MRO), BC",1956-02-09,14:32:39,revisado
1957-04-09,23:12:09,6.7,15.52,-98.25,33.0,"93 km al SUR de PINOTEPA NACIONAL, OAX",1957-04-10,05:12:09,revisado
1957-07-28,02:40:10,7.8,17.11,-99.1,33.0,"47 km al NORESTE de SAN MARCOS, GRO",1957-07-28,08:40:10,revisado
1959-05-24,13:17:43,6.8,17.72,-97.15,80.0,"28 km al SURESTE de TEPELMEME, OAX",1959-05-24,19:17:43,revisado
1959-08-26,02:25:31,6.4,18.26,-94.43,21.0,"12 km al NORTE de ALLENDE, VER",1959-08-26,08:25:31,revisado
1960-07-13,10:23:56,6.9,17.0,-94.5,150.0,"59 km al ESTE de MATIAS ROMERO, OAX",1960-07-13,16:23:56,revisado
1961-09-01,12:50:34,6.6,13.5,-92.66,25.0,"141 km al SUROESTE de CD HIDALGO, CHIS",1961-09-01,18:50:34,revisado
1962-05-11,08:11:57,7.1,17.25,-99.58,33.0,"34 km al SUR de CHILPANCINGO, GRO",1962-05-11,14:11:57,revisado
1962-05-19,08:58:10,7.0,17.12,-99.57,33.0,"41 km al NOROESTE de SAN MARCOS, GRO",1962-05-19,14:58:10,revisado
1963-11-18,08:38:26,6.5,29.68,-113.74,7.0,"182 km al SUR de PUERTO PEÑASCO, SON",1963-11-18,14:38:26,revisado
1964-07-05,20:14:37,6.5,26.32,-110.28,10.0,"85 km al SUROESTE de HUATABAMPO, SON",1964-07-06,02:14:37,revisado
1964-07-06,01:22:13,7.2,18.03,-100.77,55.0,"38 km al SUROESTE de CD ALTAMIRANO, GRO",1964-07-06,07:22:13,revisado
1965-08-23,13:46:02,7.4,16.178,-95.877,12.0,"53 km al NORESTE de CRUCECITA, OAX",1965-08-23,19:46:02,revisado
1965-12-09,00:07:51,6.5,17.249,-100.07,65.0,"27 km al NORTE de COYUCA DE BENITEZ, GRO",1965-12-09,06:07:51,revisado
1968-07-01,21:44:52,6.7,17.508,-100.256,62.0,"38 km al NORESTE de ATOYAC DE ALVAREZ, GRO",1968-07-02,03:44:52,revisado
1968-08-02,08:06:37,7.3,16.6,-97.8,16.0,"39 km al NORESTE de PINOTEPA NACIONAL, OAX",1968-08-02,14:06:37,revisado
1968-11-28,04:36:08,6.6,15.231,-94.775,23.0,"114 km al SURESTE de SALINA CRUZ, OAX",1968-11-28,10:36:08,revisado
1969-08-17,14:13:09,6.5,25.25,-109.24,15.0,"65 km al SUROESTE de LOS MOCHIS, SIN",1969-08-17,20:13:09,revisado
1969-08-17,14:15:00,6.7,25.12,-109.55,15.0,"93 km al SUROESTE de LOS MOCHIS, SIN",1969-08-17,20:15:00,revisado
1969-11-01,05:08:22,6.6,23.105,-107.99,10.0,"144 km al SUROESTE de LA CRUZ, SIN",1969-11-01,11:08:22,revisado
1970-02-03,23:08:50,6.6,15.524,-99.493,21.0,"141 km al SUR de SAN MARCOS, GRO",1970-02-04,05:08:50,revisado
1970-04-29,08:01:34,7.3,14.463,-92.683,44.0,"62 km al SUROESTE de CD HIDALGO, CHIS",1970-04-29,14:01:34,revisado
1970-04-30,02:32:58,6.5,14.608,-93.26,22.0,"100 km al SUROESTE de MAPASTEPEC, CHIS",1970-04-30,08:32:58,revisado
1971-09-30,02:18:00,6.5,26.88,-110.8,14.0,"92 km al SUROESTE de PUEBLO YAQUI, SON",1971-09-30,08:18:00,revisado
1972-10-20,02:17:46,6.6,18.7,-106.756,10.0,"238 km al OESTE de CIHUATLAN, JAL",1972-10-20,08:17:46,revisado
1972-11-12,22:43:45,6.5,15.541,-95.04,14.0,"73 km al SUR de SALINA CRUZ, OAX",1972-11-13,04:43:45,revisado
1973-01-30,15:01:12,7.6,18.412,-103.019,24.0,"43 km al SURESTE de COALCOMAN, MICH",1973-01-30,21:01:12,revisado
1973-08-28,03:50:41,7.3,18.248,-96.551,82.0,"30 km al SUROESTE de TIERRA BLANCA, VER",1973-08-28,09:50:41,revisado
1974-01-21,16:48:52,5.0,14.85,-93.62,33.0,"102 km al SUROESTE de MAPASTEPEC, CHIS",1974-01-21,22:48:52,revisado
1974-01-25,23:35:33,5.1,18.26,-103.41,33.0,"63 km al SUROESTE de COALCOMAN, MICH",1974-01-26,05:35:33,revisado
1974-02-02,01:07:40,5.1,14.08,-91.96,75.0,"69 km al SURESTE de CD HIDALGO, CHIS",1974-02-02,07:07:40,revisado
1974-02-23,00:02:53,5.1,16.08,-98.12,33.0,"30 km al SUR de PINOTEPA NACIONAL, OAX",1974-02-23,06:02:53,revisado
1974-02-23,00:21:34,5.3,15.65,-98.28,33.0,"80 km al SUROESTE de PINOTEPA NACIONAL, OAX",1974-02-23,06:21:34,revisado
1974-04-10,16:43:00,5.4,14.53,-91.63,108.0,"58 km al SURESTE de CD HIDALGO, CHIS",1974-04-10,22:43:00,revisado
1974-04-14,00:55:01,5.3,14.71,-91.31,138.0,"91 km al ESTE de CD HIDALGO, CHIS",1974-04-14,06:55:01,revisado
1974-05-26,23:01:15,5.3,17.65,-98.53,50.0,"12 km al NORESTE de TLAPA, GRO",1974-05-27,05:01:15,revisado
1974-05-31,08:04:59,6.3,27.23,-111.24,33.0,"83 km al SUROESTE de H GUAYMAS, SON",1974-05-31,14:04:59,revisado
1974-06-12,07:46:41,5.1,16.83,-99.18,49.0,"23 km al ESTE de SAN MARCOS, GRO",1974-06-12,13:46:41,revisado
1974-06-13,05:57:17,5.0,16.8,-97.93,96.0,"52 km al ESTE de OMETEPEC, GRO",1974-06-13,11:57:17,revisado
1974-06-20,01:44:46,5.1,17.17,-98.86,33.0,"51 km al SUROESTE de TLAPA, GRO",1974-06-20,07:44:46,revisado
1974-06-24,23:00:58,5.3,15.42,-95.3,25.0,"85 km al SUR de SALINA CRUZ, OAX",1974-06-25,05:00:58,revisado
1974-06-25,02:44:45,5.6,15.44,-95.47,30.0,"80 km al SURESTE de CRUCECITA, OAX",1974-06-25,08:44:45,revisado
1974-07-18,13:21:23,5.6,16.78,-98.6,33.0,"23 km al NOROESTE de OMETEPEC, GRO",1974-07-18,19:21:23,revisado
1974-07-21,02:28:35,5.3,14.29,-92.39,70.0,"50 km al SUROESTE de CD HIDALGO, CHIS",1974-07-21,08:28:35,revisado
1974-08-12,15:27:18,5.1,17.45,-100.29,73.0,"31 km al NORESTE de ATOYAC DE ALVAREZ, GRO",1974-08-12,21:27:18,revisado
1974-08-26,00:27:40,5.1,15.95,-91.04,33.0,"108 km al SURESTE de LAS MARGARITAS, CHIS",1974-08-26,06:27:40,revisado
1974-09-12,14:14:37,5.0,13.56,-89.89,85.0,"274 km al SURESTE de CD HIDALGO, CHIS",1974-09-12,20:14:37,revisado
1974-09-20,05:59:43,5.0,13.78,-91.09,33.0,"152 km al SURESTE de CD HIDALGO, CHIS",1974-09-20,11:59:43,revisado
1974-10-06,11:09:33,5.5,16.69,-99.89,50.0,"20 km al SUR de ACAPULCO, GRO",1974-10-06,17:09:33,revisado
1974-10-24,18:05:34,6.0,15.84,-93.48,100.0,"34 km al NOROESTE de PIJIJIAPAN, CHIS",1974-10-25,00:05:34,revisado
1974-11-17,16:57:40,5.1,16.92,-100.14,33.0,"11 km al SUROESTE de COYUCA DE BENITEZ, GRO",1974-11-17,22:57:40,revisado
1974-12-02,06:36:44,5.2,14.63,-91.51,97.0,"69 km al ESTE de CD HIDALGO, CHIS",1974-12-02,12:36:44,revisado
1974-12-17,09:31:16,5.3,13.19,-88.47,50.0,"430 km al SURESTE de CD HIDALGO, CHIS",1974-12-17,15:31:16,revisado
1974-12-23,20:10:25,5.4,14.26,-90.08,155.0,"228 km al ESTE de CD HIDALGO, CHIS",1974-12-24,02:10:25,revisado
1974-12-31,14:15:32,5.4,14.15,-91.92,75.0,"64 km al SURESTE de CD HIDALGO, CHIS",1974-12-31,20:15:32,revisado
1974-12-31,14:21:09,6.1,14.13,-91.82,39.0,"70 km al SURESTE de CD HIDALGO, CHIS",1974-12-31,20:21:09,revisado
1975-01-01,16:52:36,5.0,14.18,-92.19,80.0,"55 km al SUR de CD HIDALGO, CHIS",1975-01-01,22:52:36,revisado
1975-01-12,15:22:14,5.1,32.8,-117.97,8.0,"92 km al NOROESTE de TIJUANA, BC",1975-01-12,21:22:14,revisado
1975-01-31,10:14:31,5.1,15.37,-104.75,44.0,"392 km al SUROESTE de LA MIRA, MICH",1975-01-31,16:14:31,revisado
1975-02-02,19:03:25,5.4,15.61,-91.8,218.0,"37 km al ESTE de FRONTERA COMALAPA, CHIS",1975-02-03,01:03:25,revisado
1975-02-21,18:47:21,5.3,17.16,-100.54,40.0,"12 km al SURESTE de TECPAN, GRO",1975-02-22,00:47:21,revisado
1975-03-13,17:40:10,5.2,16.32,-86.96,33.0,"281 km al SURESTE de CHETUMAL, QR",1975-03-13,23:40:10,revisado
1975-03-14,00:04:31,5.5,16.11,-93.63,155.0,"14 km al ESTE de TONALA, CHIS",1975-03-14,06:04:31,revisado
1975-03-24,20:31:22,5.3,13.65,-90.74,33.0,"190 km al SURESTE de CD HIDALGO, CHIS",1975-03-25,02:31:22,revisado
1975-04-23,05:14:48,6.0,16.34,-98.87,11.0,"62 km al SUROESTE de OMETEPEC, GRO",1975-04-23,11:14:48,revisado
1975-04-23,05:46:06,5.1,16.2,-98.8,34.0,"68 km al SUROESTE de OMETEPEC, GRO",1975-04-23,11:46:06,revisado
1975-06-13,20:25:59,5.2,23.06,-108.04,33.0,"151 km al SUROESTE de LA CRUZ, SIN",1975-06-14,02:25:59,revisado
1975-06-19,10:12:42,5.0,13.37,-89.34,93.0,"336 km al SURESTE de CD HIDALGO, CHIS",1975-06-19,16:12:42,revisado
1975-06-30,16:58:24,5.1,17.79,-102.94,27.0,"70 km al SUROESTE de LA MIRA, MICH",1975-06-30,22:58:24,revisado
1975-07-08,03:37:25,6.5,29.304,-113.468,5.0,"160 km al NORESTE de GUERRERO NEGRO, BCS",1975-07-08,09:37:25,revisado
1975-07-28,09:26:17,5.2,25.38,-109.62,33.0,"75 km al SUROESTE de AHOME, SIN",1975-07-28,15:26:17,revisado
1975-08-02,11:15:05,5.0,23.92,-108.75,33.0,"136 km al NORESTE de SAN JOSE DEL CABO, BCS",1975-08-02,17:15:05,revisado
1975-08-19,08:57:12,5.6,15.85,-94.34,33.0,"63 km al SUROESTE de ARRIAGA , CHIS",1975-08-19,14:57:12,revisado
1975-08-19,14:18:55,5.6,15.29,-98.81,33.0,"142 km al SUROESTE de PINOTEPA NACIONAL, OAX",1975-08-19,20:18:55,revisado
1975-08-22,17:08:16,5.2,14.65,-93.51,38.0,"110 km al SUROESTE de MAPASTEPEC, CHIS",1975-08-22,23:08:16,revisado
1975-09-12,20:38:33,5.4,30.89,-116.12,33.0,"22 km al NOROESTE de VICENTE GUERRERO, BC",1975-09-13,02:38:33,revisado
1975-09-12,20:55:26,5.1,30.87,-116.28,33.0,"32 km al NOROESTE de VICENTE GUERRERO, BC",1975-09-13,02:55:26,revisado
1975-09-21,07:13:02,5.4,14.75,-93.92,33.0,"129 km al SUROESTE de PIJIJIAPAN, CHIS",1975-09-21,13:13:02,revisado
1975-09-24,11:19:37,5.7,25.15,-109.26,33.0,"76 km al SUROESTE de LOS MOCHIS, SIN",1975-09-24,17:19:37,revisado
1975-10-11,08:41:09,5.5,17.58,-102.28,33.0,"42 km al SUR de CD LAZARO CARDENAS, MICH",1975-10-11,14:41:09,revisado
1975-10-22,19:19:59,5.1,17.18,-93.17,12.0,"37 km al SUR de PICHUCALCO, CHIS",1975-10-23,01:19:59,revisado
